File_Name,File_Path,Img_Height,Img_Width,X_Min,X_Max,Y_Min,Y_Max,Affection,Anger,Annoyance,Anticipation,Confidence,Disconnection,Disquietment,Doubt/Confusion,Engagement,Esteem,Excitement,Fatigue,Happiness,Peace,Pleasure,Sadness,Sensitivity,Surprise,Sympathy,Label_Names
COCO_train2014_000000254327.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000254327.jpg,427,640,338,472,74,404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000309294.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000309294.jpg,426,640,206,405,31,348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000276895.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000276895.jpg,640,480,261,424,8,215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000242090.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000242090.jpg,440,640,77,312,162,434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
frame_dglfdfbzhidjt6gm.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_dglfdfbzhidjt6gm.jpg,597,427,387,418,359,445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000286033.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000286033.jpg,375,500,7,125,47,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000281133.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000281133.jpg,425,640,250,372,133,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000428508.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000428508.jpg,427,640,293,440,99,358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000043206.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000043206.jpg,427,640,254,346,87,343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000306672.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000306672.jpg,500,430,71,389,48,324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000386185.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000386185.jpg,640,427,155,331,50,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000383212.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000383212.jpg,375,500,203,347,71,363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000315012.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000315012.jpg,428,640,179,280,101,345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000303144.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000303144.jpg,427,640,450,598,105,326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000276197.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000276197.jpg,426,640,206,459,41,419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000346997.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000346997.jpg,478,640,370,622,110,470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000219921.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000219921.jpg,640,426,164,289,167,359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000351850.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000351850.jpg,424,640,326,428,135,420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000280596.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000280596.jpg,480,640,331,531,112,351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000226594.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000226594.jpg,360,640,156,241,60,284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000312074.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000312074.jpg,427,640,400,598,108,419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000432432.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000432432.jpg,427,640,139,289,209,361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000428229.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000428229.jpg,427,640,282,452,119,327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000127515.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000127515.jpg,333,500,105,231,140,257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
COCO_train2014_000000092218.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000092218.jpg,427,640,465,574,186,417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anticipation
51wj4p46x1qc1fchcy.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/emodb_small/images/51wj4p46x1qc1fchcy.jpg,372,620,51,523,22,373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000040911.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000040911.jpg,425,640,88,326,39,338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_h6ds523wdtxslzlx.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_h6ds523wdtxslzlx.jpg,768,1024,448,513,494,681,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000026466.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000026466.jpg,427,640,173,433,236,426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000472309.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000472309.jpg,424,640,332,529,7,418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_3p9g1g70yrnea23r.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_3p9g1g70yrnea23r.jpg,300,450,95,259,46,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_6khzqujguskbyfrt.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_6khzqujguskbyfrt.jpg,600,800,606,655,167,276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000469495.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000469495.jpg,352,500,60,153,154,328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000128682.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000128682.jpg,360,640,444,601,135,290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000125321.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000125321.jpg,502,640,384,601,100,332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000258975.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000258975.jpg,480,640,176,498,98,474,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_val2014_000000054679.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_val2014_000000054679.jpg,640,456,14,140,66,324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000117119.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000117119.jpg,416,640,444,549,107,340,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000577126.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000577126.jpg,426,640,371,572,132,421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_val2014_000000154193.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_val2014_000000154193.jpg,480,640,86,298,18,281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000434214.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000434214.jpg,543,640,48,195,131,393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_3sd7q0ivzn63ksaa.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_3sd7q0ivzn63ksaa.jpg,360,480,116,302,129,350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000187420.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000187420.jpg,336,500,133,233,99,246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000079260.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000079260.jpg,478,640,303,409,150,448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000228181.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000228181.jpg,427,640,106,426,98,419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_hl0uac9fbljyf6b6.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_hl0uac9fbljyf6b6.jpg,1200,1600,8,91,564,896,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000254984.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000254984.jpg,480,640,328,593,106,338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_val2014_000000553443.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_val2014_000000553443.jpg,360,640,182,488,112,355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000104537.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000104537.jpg,427,640,24,373,21,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000400729.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000400729.jpg,427,640,365,464,173,421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000230007.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000230007.jpg,483,640,55,305,83,476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000267851.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000267851.jpg,640,640,93,276,170,485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000325727.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000325727.jpg,427,640,181,339,98,421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000429242.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000429242.jpg,480,640,366,506,136,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000331133.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000331133.jpg,427,640,241,352,30,408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_6rbz01jpas06qbdo.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_6rbz01jpas06qbdo.jpg,2427,3640,1059,1881,168,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000196286.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000196286.jpg,640,480,168,291,202,436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000422636.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000422636.jpg,429,640,145,321,29,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000455424.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000455424.jpg,426,640,44,174,29,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000133492.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000133492.jpg,375,500,381,468,40,312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000545257.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000545257.jpg,427,640,151,292,114,318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000297631.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000297631.jpg,480,640,262,451,46,385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000430493.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000430493.jpg,375,500,105,412,53,367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000286137.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000286137.jpg,483,640,62,166,200,472,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000259542.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000259542.jpg,426,640,145,255,18,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000176596.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000176596.jpg,470,640,423,537,49,331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000392725.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000392725.jpg,480,640,392,592,50,478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_a4vptyyjdhdlyx2o.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_a4vptyyjdhdlyx2o.jpg,2736,3648,2244,2645,1056,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_val2014_000000475159.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_val2014_000000475159.jpg,480,640,306,451,75,348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_flwd08xpfcf2l1pj.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_flwd08xpfcf2l1pj.jpg,600,1440,614,909,30,592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_43cz3wqm6akdyvvc.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_43cz3wqm6akdyvvc.jpg,1200,1600,104,224,930,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
frame_682cunlii1c3mgwf.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_682cunlii1c3mgwf.jpg,410,615,418,461,193,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000231422.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000231422.jpg,640,427,211,356,71,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000457245.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000457245.jpg,425,640,285,487,69,409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000205059.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000205059.jpg,640,640,79,567,215,630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peace
COCO_train2014_000000021281.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000021281.jpg,398,640,11,129,29,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
eji8kqj204bif0h313.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/emodb_small/images/eji8kqj204bif0h313.jpg,249,448,79,389,1,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
frame_66ob1dorv8d4sqdm.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_66ob1dorv8d4sqdm.jpg,360,480,158,354,131,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
2kxt6aalvzns648b55.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/emodb_small/images/2kxt6aalvzns648b55.jpg,183,275,93,207,26,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
frame_gqokt5w4ypbly9bi.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_gqokt5w4ypbly9bi.jpg,1080,1920,366,428,524,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
frame_j0s89681xd0y9c22.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_j0s89681xd0y9c22.jpg,891,1200,851,1084,30,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
COCO_train2014_000000246318.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000246318.jpg,425,640,42,487,34,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
COCO_train2014_000000127405.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000127405.jpg,427,640,263,406,99,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
COCO_train2014_000000284338.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/mscoco/images/COCO_train2014_000000284338.jpg,428,640,32,471,41,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
frame_5j8kf9privvsjp3u.jpg,/content/drive/MyDrive/EMOTIC_YO/emotic/framesdb/images/frame_5j8kf9privvsjp3u.jpg,552,980,209,279,106,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sadness
